seq,timestamp,EDA_raw
197716,1780495504.551389,32
197717,1780495504.551392,32
197718,1780495504.5513952,33
197719,1780495504.551397,32
197720,1780495504.5514,33
197721,1780495504.551402,31
197722,1780495504.5514061,32
197723,1780495504.555962,33
197724,1780495504.555974,33
197725,1780495504.5559769,32
197726,1780495504.555979,33
197727,1780495504.555982,32
197728,1780495504.556015,31
197729,1780495504.55602,33
197730,1780495504.556022,32
197731,1780495504.556025,33
197732,1780495504.556028,31
197733,1780495504.559615,32
197734,1780495504.559626,31
197735,1780495504.559629,32
197736,1780495504.5596328,32
197737,1780495504.5596359,32
197738,1780495504.5596402,32
197739,1780495504.5596428,32
197740,1780495504.559646,32
197741,1780495504.559649,32
197742,1780495504.559653,31
197743,1780495504.589859,32
197744,1780495504.589877,32
197745,1780495504.5898812,31
197746,1780495504.5898829,32
197747,1780495504.589886,32
197748,1780495504.589888,32
197749,1780495504.58989,32
197750,1780495504.5898921,32
197751,1780495504.5898938,32
197752,1780495504.589896,32
197753,1780495504.589899,32
197754,1780495504.593193,32
197755,1780495504.5932002,32
197756,1780495504.5932019,32
197757,1780495504.5932028,32
197758,1780495504.593205,33
197759,1780495504.5932071,32
197760,1780495504.593208,33
197761,1780495504.5932102,32
197762,1780495504.593212,32
197763,1780495504.593215,32
197764,1780495504.596246,32
197765,1780495504.5962508,32
197766,1780495504.596252,31
197767,1780495504.5962539,32
197768,1780495504.596256,33
197769,1780495504.596257,33
197770,1780495504.596259,32
197771,1780495504.59626,31
197772,1780495504.596262,31
197773,1780495504.596263,33
197774,1780495504.596266,32
197775,1780495504.633467,31
197776,1780495504.633473,32
197777,1780495504.633474,31
197778,1780495504.633475,32
197779,1780495504.633476,32
197780,1780495504.6334772,33
197781,1780495504.633478,33
197782,1780495504.6334789,33
197783,1780495504.6334789,31
197784,1780495504.633494,33
197785,1780495504.633496,32
197786,1780495504.636919,33
197787,1780495504.6369212,32
197788,1780495504.6369221,31
197789,1780495504.6369228,33
197790,1780495504.6369238,33
197791,1780495504.636925,32
197792,1780495504.636926,32
197793,1780495504.636926,32
197794,1780495504.636927,32
197795,1780495504.636929,33
197796,1780495504.639461,32
197797,1780495504.639463,33
197798,1780495504.639463,32
197799,1780495504.639464,32
197800,1780495504.6394649,33
197801,1780495504.639466,32
197802,1780495504.639467,32
197803,1780495504.639468,31
197804,1780495504.6394691,32
197805,1780495504.63947,33
197806,1780495504.639471,32
197807,1780495504.64237,31
197808,1780495504.642373,32
197809,1780495504.642375,30
197810,1780495504.642376,31
197811,1780495504.642376,33
197812,1780495504.642377,32
197813,1780495504.642378,32
197814,1780495504.642379,32
197815,1780495504.642379,32
197816,1780495504.64238,31
197817,1780495504.6423821,32
197818,1780495504.680904,32
197819,1780495504.680908,32
197820,1780495504.6809092,31
197821,1780495504.68091,32
197822,1780495504.68091,32
197823,1780495504.680911,32
197824,1780495504.6809118,32
197825,1780495504.680913,33
197826,1780495504.680914,32
197827,1780495504.6809149,31
197828,1780495504.684491,32
197829,1780495504.6844969,32
197830,1780495504.684499,32
197831,1780495504.6845,32
197832,1780495504.684501,32
197833,1780495504.6845021,31
197834,1780495504.6845021,31
197835,1780495504.684503,32
197836,1780495504.684504,33
197837,1780495504.684505,30
197838,1780495504.6845062,32
197839,1780495504.687443,32
197840,1780495504.687445,31
197841,1780495504.687446,33
197842,1780495504.687447,32
197843,1780495504.687448,31
197844,1780495504.687448,33
197845,1780495504.687449,32
197846,1780495504.6874502,32
197847,1780495504.687451,33
197848,1780495504.687453,32
197849,1780495504.687454,33
197850,1780495504.690699,32
197851,1780495504.6907,32
197852,1780495504.690701,32
197853,1780495504.690702,32
197854,1780495504.6907032,31
197855,1780495504.6907039,32
197856,1780495504.6907132,32
197857,1780495504.6907141,32
197858,1780495504.6907148,33
197859,1780495504.6907158,33
197860,1780495504.6931899,32
197861,1780495504.6931908,31
197862,1780495504.693192,31
197863,1780495504.693193,32
197864,1780495504.693194,32
197865,1780495504.693194,33
197866,1780495504.693195,31
197867,1780495504.693196,33
197868,1780495504.693196,31
197869,1780495504.693198,32
197870,1780495504.694984,32
197871,1780495504.7057998,32
197872,1780495504.705803,33
197873,1780495504.705804,33
197874,1780495504.705805,32
197875,1780495504.705806,33
197876,1780495504.705806,32
197877,1780495504.7058072,32
197878,1780495504.705808,32
197879,1780495504.7058089,32
197880,1780495504.7058098,32
197881,1780495504.705811,32
197882,1780495504.708266,32
197883,1780495504.708268,31
197884,1780495504.7082691,32
197885,1780495504.7082691,32
197886,1780495504.70827,32
197887,1780495504.708271,33
197888,1780495504.7082722,32
197889,1780495504.7082722,31
197890,1780495504.708273,31
197891,1780495504.708274,30
197892,1780495504.738472,31
197893,1780495504.7384808,32
197894,1780495504.738482,31
197895,1780495504.738483,31
197896,1780495504.738483,33
197897,1780495504.738484,31
197898,1780495504.738485,32
197899,1780495504.738486,31
197900,1780495504.738486,31
197901,1780495504.738487,32
197902,1780495504.7384892,31
197903,1780495504.741895,32
197904,1780495504.741899,32
197905,1780495504.7419,33
197906,1780495504.7419012,32
197907,1780495504.741902,31
197908,1780495504.741902,31
197909,1780495504.741903,33
197910,1780495504.7419038,32
197911,1780495504.741905,32
197912,1780495504.741905,32
197913,1780495504.74449,32
197914,1780495504.744493,32
197915,1780495504.744494,32
197916,1780495504.7444952,32
197917,1780495504.744496,32
197918,1780495504.7444968,31
197919,1780495504.744498,33
197920,1780495504.7445078,33
197921,1780495504.744509,32
197922,1780495504.74451,32
197923,1780495504.744511,32
197924,1780495504.754574,32
197925,1780495504.754581,32
197926,1780495504.754582,32
197927,1780495504.7545831,32
197928,1780495504.7545831,32
197929,1780495504.754584,32
197930,1780495504.754585,30
197931,1780495504.7545862,33
197932,1780495504.754587,32
197933,1780495504.754588,32
197934,1780495504.7545888,33
197935,1780495504.7846909,32
197936,1780495504.784699,32
197937,1780495504.7847,31
197938,1780495504.7847009,32
197939,1780495504.784702,32
197940,1780495504.784703,32
197941,1780495504.784705,32
197942,1780495504.784706,32
197943,1780495504.784707,32
197944,1780495504.784708,33
197945,1780495504.78471,31
197946,1780495504.788191,32
197947,1780495504.788196,33
197948,1780495504.788198,32
197949,1780495504.788199,31
197950,1780495504.7882,33
197951,1780495504.7882009,31
197952,1780495504.788202,32
197953,1780495504.788203,31
197954,1780495504.788204,33
197955,1780495504.788206,32
197956,1780495504.791233,32
197957,1780495504.791235,33
197958,1780495504.7912362,33
197959,1780495504.791237,33
197960,1780495504.7912378,32
197961,1780495504.791239,32
197962,1780495504.79124,32
197963,1780495504.791242,32
197964,1780495504.791243,32
197965,1780495504.791244,33
197966,1780495504.791245,32
197967,1780495504.798153,31
197968,1780495504.798157,33
197969,1780495504.7981591,32
197970,1780495504.7981598,32
197971,1780495504.7981608,32
197972,1780495504.798162,31
197973,1780495504.798163,32
197974,1780495504.798165,33
197975,1780495504.798166,32
197976,1780495504.7981682,31
197977,1780495504.830953,32
197978,1780495504.830962,31
197979,1780495504.8309639,32
197980,1780495504.830965,32
197981,1780495504.830967,32
197982,1780495504.8309681,32
197983,1780495504.830969,32
197984,1780495504.8309708,31
197985,1780495504.830972,33
197986,1780495504.8309739,32
197987,1780495504.830976,33
197988,1780495504.834481,32
197989,1780495504.834485,32
197990,1780495504.834487,32
197991,1780495504.8344882,32
197992,1780495504.83449,32
197993,1780495504.8344908,33
197994,1780495504.834493,31
197995,1780495504.8344939,32
197996,1780495504.8344982,31
197997,1780495504.8345,33
197998,1780495504.834502,32
197999,1780495504.837409,31
198000,1780495504.8374138,32
198001,1780495504.837416,32
198002,1780495504.837418,31
198003,1780495504.837419,33
198004,1780495504.837421,32
198005,1780495504.8374221,33
198006,1780495504.837424,32
198007,1780495504.837425,32
198008,1780495504.837427,32
198009,1780495504.83743,32
198010,1780495504.840836,31
198011,1780495504.8408399,32
198012,1780495504.840841,32
198013,1780495504.840843,32
198014,1780495504.840844,32
198015,1780495504.840846,33
198016,1780495504.840847,33
198017,1780495504.840849,33
198018,1780495504.8408508,32
198019,1780495504.840853,32
198020,1780495504.852457,34
198021,1780495504.8524642,33
198022,1780495504.8524659,32
198023,1780495504.852468,32
198024,1780495504.85247,32
198025,1780495504.852472,33
198026,1780495504.852473,32
198027,1780495504.852475,32
198028,1780495504.8524768,33
198029,1780495504.852479,33
198030,1780495504.852482,32
198031,1780495504.88489,32
198032,1780495504.8849,32
198033,1780495504.884903,32
198034,1780495504.8849049,33
198035,1780495504.884907,31
198036,1780495504.8849092,32
198037,1780495504.884911,32
198038,1780495504.884913,32
198039,1780495504.884916,31
198040,1780495504.884918,32
198041,1780495504.884922,31
198042,1780495504.8882718,32
198043,1780495504.888278,32
198044,1780495504.8882802,31
198045,1780495504.888282,31
198046,1780495504.888284,32
198047,1780495504.888287,32
198048,1780495504.8882902,33
198049,1780495504.888293,31
198050,1780495504.888295,32
198051,1780495504.888298,31
198052,1780495504.890814,32
198053,1780495504.890818,33
198054,1780495504.8908212,32
198055,1780495504.890823,32
198056,1780495504.890825,32
198057,1780495504.8908281,32
198058,1780495504.89083,31
198059,1780495504.890832,32
198060,1780495504.8908339,32
198061,1780495504.890837,33
198062,1780495504.89084,32
198063,1780495504.893287,32
198064,1780495504.893292,31
198065,1780495504.893294,31
198066,1780495504.893297,33
198067,1780495504.8932989,33
198068,1780495504.893301,31
198069,1780495504.8933032,32
198070,1780495504.893305,31
198071,1780495504.893308,32
198072,1780495504.89331,32
198073,1780495504.893313,32
198074,1780495504.924926,31
198075,1780495504.924957,31
198076,1780495504.924961,32
198077,1780495504.9249651,31
198078,1780495504.924969,33
198079,1780495504.924972,33
198080,1780495504.9249768,32
198081,1780495504.9249809,32
198082,1780495504.9249861,32
198083,1780495504.924992,33
198084,1780495504.930887,31
198085,1780495504.9309099,31
198086,1780495504.930915,33
198087,1780495504.930919,31
198088,1780495504.930966,32
198089,1780495504.930971,32
198090,1780495504.930974,33
198091,1780495504.930978,32
198092,1780495504.9309819,32
198093,1780495504.930986,31
198094,1780495504.9309912,32
198095,1780495504.9331992,31
198096,1780495504.933213,32
198097,1780495504.933219,31
198098,1780495504.933224,33
198099,1780495504.933229,33
198100,1780495504.933234,32
198101,1780495504.933238,32
198102,1780495504.9332428,32
198103,1780495504.933248,32
198104,1780495504.933252,31
198105,1780495504.9332569,32
198106,1780495504.935793,32
198107,1780495504.935798,33
198108,1780495504.935801,31
198109,1780495504.935804,32
198110,1780495504.935806,31
198111,1780495504.935808,31
198112,1780495504.935812,31
198113,1780495504.935816,32
198114,1780495504.935819,33
198115,1780495504.935822,32
198116,1780495505.005069,33
198117,1780495505.00511,32
198118,1780495505.0051148,31
198119,1780495505.005119,33
198120,1780495505.005124,32
198121,1780495505.005127,33
198122,1780495505.005132,32
198123,1780495505.005137,32
198124,1780495505.005141,32
198125,1780495505.005145,33
198126,1780495505.005148,31
198127,1780495505.005155,31
198128,1780495505.008374,31
198129,1780495505.00839,32
198130,1780495505.008395,31
198131,1780495505.008399,32
198132,1780495505.008404,32
198133,1780495505.008408,32
198134,1780495505.008411,32
198135,1780495505.008415,32
198136,1780495505.008418,32
198137,1780495505.0084229,34
198138,1780495505.010714,33
198139,1780495505.0107222,32
198140,1780495505.010725,32
198141,1780495505.010728,32
198142,1780495505.010732,32
198143,1780495505.010735,32
198144,1780495505.0107388,32
198145,1780495505.010742,33
198146,1780495505.010745,32
198147,1780495505.0107489,32
198148,1780495505.013482,32
198149,1780495505.013497,31
198150,1780495505.0135,32
198151,1780495505.013504,32
198152,1780495505.0135071,33
198153,1780495505.01351,32
198154,1780495505.013512,32
198155,1780495505.013516,32
198156,1780495505.013519,32
198157,1780495505.013522,32
198158,1780495505.0135272,32
198159,1780495505.0163012,31
198160,1780495505.016314,33
198161,1780495505.016317,32
198162,1780495505.01632,31
198163,1780495505.0163221,32
198164,1780495505.0163252,32
198165,1780495505.016327,30
198166,1780495505.016329,32
198167,1780495505.0163321,31
198168,1780495505.016334,31
198169,1780495505.0163379,33
198170,1780495505.020749,33
198171,1780495505.020761,33
198172,1780495505.0207639,32
198173,1780495505.020766,33
198174,1780495505.0207691,31
198175,1780495505.020771,32
198176,1780495505.020774,32
198177,1780495505.020776,31
198178,1780495505.020779,31
198179,1780495505.0207832,31
198180,1780495505.051004,32
198181,1780495505.051015,32
198182,1780495505.051017,32
198183,1780495505.051019,32
198184,1780495505.0510201,33
198185,1780495505.051022,32
198186,1780495505.051023,32
198187,1780495505.051025,33
198188,1780495505.0510452,32
198189,1780495505.0510468,32
198190,1780495505.05105,32
198191,1780495505.0544991,32
198192,1780495505.0545049,32
198193,1780495505.054507,31
198194,1780495505.054508,32
198195,1780495505.05451,32
198196,1780495505.054511,32
198197,1780495505.054512,33
198198,1780495505.054514,31
198199,1780495505.054515,30
198200,1780495505.054516,32
198201,1780495505.054519,32
198202,1780495505.056917,32
198203,1780495505.05692,33
198204,1780495505.0569222,32
198205,1780495505.056923,32
198206,1780495505.0569239,32
198207,1780495505.0569248,32
198208,1780495505.056926,31
198209,1780495505.056928,32
198210,1780495505.056929,31
198211,1780495505.056931,32
198212,1780495505.059453,33
198213,1780495505.059456,31
198214,1780495505.059457,31
198215,1780495505.059459,31
198216,1780495505.0594602,32
198217,1780495505.059461,32
198218,1780495505.0594618,31
198219,1780495505.059463,32
198220,1780495505.059465,32
198221,1780495505.059466,32
198222,1780495505.059468,33
198223,1780495505.062387,32
198224,1780495505.062392,31
198225,1780495505.0623941,33
198226,1780495505.0623949,31
198227,1780495505.0623958,31
198228,1780495505.062398,32
198229,1780495505.062399,32
198230,1780495505.0624,31
198231,1780495505.062401,32
198232,1780495505.062403,32
198233,1780495505.062405,32
198234,1780495505.065834,31
198235,1780495505.065838,31
198236,1780495505.065839,32
198237,1780495505.0658402,33
198238,1780495505.065841,32
198239,1780495505.065842,32
198240,1780495505.065844,32
198241,1780495505.065845,32
198242,1780495505.065846,32
198243,1780495505.065848,32
198244,1780495505.0958889,31
198245,1780495505.095895,33
198246,1780495505.095896,31
198247,1780495505.0958972,31
198248,1780495505.0958989,33
198249,1780495505.0958998,31
198250,1780495505.095901,32
198251,1780495505.095902,33
198252,1780495505.095903,32
198253,1780495505.095904,31
198254,1780495505.09867,33
198255,1780495505.1007092,31
198256,1780495505.1007118,33
198257,1780495505.100714,31
198258,1780495505.100715,33
198259,1780495505.100716,32
198260,1780495505.100716,31
198261,1780495505.100717,33
198262,1780495505.100718,32
198263,1780495505.1007192,32
198264,1780495505.1007202,34
198265,1780495505.102368,32
198266,1780495505.104388,33
198267,1780495505.1043892,31
198268,1780495505.10439,31
198269,1780495505.1043909,33
198270,1780495505.104392,31
198271,1780495505.104393,32
198272,1780495505.104394,31
198273,1780495505.104395,32
198274,1780495505.104395,32
198275,1780495505.104397,32
198276,1780495505.107369,31
198277,1780495505.107371,31
198278,1780495505.107372,32
198279,1780495505.107373,31
198280,1780495505.107373,33
198281,1780495505.1073742,32
198282,1780495505.1073751,32
198283,1780495505.107376,31
198284,1780495505.1073768,31
198285,1780495505.107378,32
198286,1780495505.107379,33
198287,1780495505.1397161,31
198288,1780495505.139721,32
198289,1780495505.1397219,32
198290,1780495505.139723,31
198291,1780495505.139724,32
198292,1780495505.139725,31
198293,1780495505.139725,32
198294,1780495505.1397262,31
198295,1780495505.139727,32
198296,1780495505.1397278,31
198297,1780495505.1432052,32
198298,1780495505.1432068,32
198299,1780495505.143208,32
198300,1780495505.143219,31
198301,1780495505.14322,33
198302,1780495505.143221,33
198303,1780495505.143221,33
198304,1780495505.143222,32
198305,1780495505.143223,32
198306,1780495505.143224,32
198307,1780495505.1432252,32
198308,1780495505.145725,32
198309,1780495505.145726,31
198310,1780495505.145727,32
198311,1780495505.145728,33
198312,1780495505.145729,32
198313,1780495505.14573,32
198314,1780495505.145731,31
198315,1780495505.1457322,32
198316,1780495505.1457322,31
198317,1780495505.145733,32
198318,1780495505.1457338,32
198319,1780495505.1481931,32
198320,1780495505.148195,32
198321,1780495505.148196,31
198322,1780495505.1481972,32
198323,1780495505.1481972,32
198324,1780495505.148198,32
198325,1780495505.1481988,32
198326,1780495505.1482,32
198327,1780495505.148201,32
198328,1780495505.148202,32
198329,1780495505.149983,32
198330,1780495505.184631,33
198331,1780495505.1846342,32
198332,1780495505.184635,31
198333,1780495505.1846359,32
198334,1780495505.1846368,32
198335,1780495505.184638,33
198336,1780495505.184638,32
198337,1780495505.184639,31
198338,1780495505.18464,32
198339,1780495505.1846411,33
198340,1780495505.188294,33
198341,1780495505.1882958,31
198342,1780495505.188297,32
198343,1780495505.188298,32
198344,1780495505.188299,31
198345,1780495505.188299,32
198346,1780495505.1883001,33
198347,1780495505.188301,32
198348,1780495505.188302,31
198349,1780495505.188303,32
198350,1780495505.188304,32
198351,1780495505.190686,33
198352,1780495505.190689,32
198353,1780495505.19069,31
198354,1780495505.190691,32
198355,1780495505.1906922,31
198356,1780495505.1906922,32
198357,1780495505.1906931,31
198358,1780495505.1906939,32
198359,1780495505.1906948,32
198360,1780495505.1906948,33
198361,1780495505.190697,33
198362,1780495505.193216,31
198363,1780495505.193217,32
198364,1780495505.193218,32
198365,1780495505.1932192,31
198366,1780495505.1932201,32
198367,1780495505.193221,32
198368,1780495505.193221,32
198369,1780495505.1932218,33
198370,1780495505.193223,32
198371,1780495505.193224,31
198372,1780495505.224726,31
198373,1780495505.224731,33
198374,1780495505.224732,33
198375,1780495505.2247329,31
198376,1780495505.224734,31
198377,1780495505.224735,32
198378,1780495505.224736,32
198379,1780495505.224737,32
